tube_assembly_id,component_id,quantity
TA-05445,C-1343,1.0
TA-05445,C-1430,1.0
TA-05447,C-1622,1.0
TA-05447,C-1629,1.0
TA-05447,C-1639,1.0
TA-05448,C-1623,1.0
TA-05448,C-1630,1.0
TA-05448,C-1647,1.0
TA-05449,C-1623,1.0
TA-05449,C-1630,1.0
TA-05449,C-1647,1.0
TA-05450,C-1625,2.0
TA-05450,C-1632,2.0
TA-05451,C-1625,2.0
TA-05451,C-1632,2.0
TA-05452,C-1625,1.0
TA-05452,C-1632,1.0
TA-05452,C-1907,1.0
TA-05452,C-0260,1.0
TA-05453,C-1626,2.0
TA-05453,C-1633,2.0
TA-05454,C-1420,2.0
TA-05454,C-1421,2.0
TA-05455,C-1845,2.0
TA-05455,C-1846,2.0
TA-05456,C-0448,2.0
TA-05456,C-0449,2.0
TA-05457,C-1623,1.0
TA-05457,C-1630,1.0
TA-05457,C-1647,1.0
TA-05458,C-1623,1.0
TA-05458,C-1630,1.0
TA-05458,C-1647,1.0
TA-05459,C-1243,2.0
TA-05459,C-1244,2.0
TA-05460,C-0614,1.0
TA-05461,C-1621,2.0
TA-05461,C-1628,2.0
TA-05463,C-1620,2.0
TA-05463,C-1627,2.0
TA-05464,C-1624,2.0
TA-05464,C-1631,2.0
TA-05466,C-1907,1.0
TA-05466,C-2032,1.0
TA-05467,C-1907,1.0
TA-05467,C-2032,1.0
TA-05468,C-1845,2.0
TA-05468,C-1846,2.0
TA-05469,C-1845,2.0
TA-05469,C-1846,2.0
TA-05470,C-1622,1.0
TA-05470,C-1629,1.0
TA-05470,C-1739,1.0
TA-05471,C-1622,1.0
TA-05471,C-1629,1.0
TA-05471,C-1739,1.0
TA-05472,C-1312,2.0
TA-05473,C-1312,2.0
TA-05476,C-0524,1.0
TA-05477,C-1631,1.0
TA-05477,C-1641,1.0
TA-05477,C-2027,1.0
TA-05478,C-1631,1.0
TA-05478,C-1641,1.0
TA-05478,C-2027,1.0
TA-05479,C-1567,1.0
TA-05480,C-1625,1.0
TA-05480,C-1641,1.0
TA-05480,C-1652,1.0
TA-05481,C-1625,1.0
TA-05481,C-1641,1.0
TA-05481,C-1652,1.0
TA-05482,C-1625,1.0
TA-05482,C-1641,1.0
TA-05482,C-1652,1.0
TA-05483,C-1625,1.0
TA-05483,C-1641,1.0
TA-05483,C-1652,1.0
TA-05484,C-2030,2.0
TA-05484,C-0058,2.0
TA-05485,C-1623,2.0
TA-05485,C-1630,2.0
TA-05486,C-1623,2.0
TA-05486,C-1630,2.0
TA-05487,C-1623,2.0
TA-05487,C-1630,2.0
TA-05488,C-1623,2.0
TA-05488,C-1630,2.0
TA-05489,C-1621,2.0
TA-05489,C-1628,2.0
TA-05490,C-1623,1.0
TA-05490,C-1630,1.0
TA-05490,C-0210,1.0
TA-05490,C-0214,1.0
TA-05491,C-1623,1.0
TA-05491,C-1630,1.0
TA-05491,C-0210,1.0
TA-05491,C-0214,1.0
TA-05492,C-1621,1.0
TA-05492,C-1622,1.0
TA-05492,C-1628,1.0
TA-05492,C-1660,1.0
TA-05493,C-1623,2.0
TA-05493,C-1630,2.0
TA-05494,C-1623,2.0
TA-05494,C-1630,2.0
TA-05495,C-1623,2.0
TA-05495,C-1630,2.0
TA-05496,C-1623,2.0
TA-05496,C-1630,2.0
TA-05496,C-0214,1.0
TA-05497,C-1623,2.0
TA-05497,C-1630,2.0
TA-05498,C-1642,1.0
TA-05498,C-1997,1.0
TA-05499,C-1623,2.0
TA-05499,C-1630,2.0
TA-05500,C-1348,1.0
TA-05500,C-2032,1.0
TA-05501,C-1348,1.0
TA-05501,C-2032,1.0
TA-05502,C-1624,2.0
TA-05502,C-1631,2.0
TA-05503,C-1624,2.0
TA-05503,C-1631,2.0
TA-05504,C-1621,2.0
TA-05504,C-1628,2.0
TA-05505,C-1621,2.0
TA-05505,C-1628,2.0
TA-05506,C-1768,1.0
TA-05506,C-1770,1.0
TA-05506,C-0030,1.0
TA-05507,C-1768,1.0
TA-05507,C-1770,1.0
TA-05507,C-0030,1.0
TA-05508,C-1447,2.0
TA-05509,C-1447,2.0
TA-05510,C-1622,2.0
TA-05510,C-1629,2.0
TA-05511,C-1527,1.0
TA-05512,C-1412,1.0
TA-05513,C-1412,1.0
TA-05514,C-1398,2.0
TA-05515,C-1398,2.0
TA-05516,C-0532,1.0
TA-05517,C-1243,2.0
TA-05517,C-1244,2.0
TA-05518,C-1622,2.0
TA-05518,C-1629,2.0
TA-05519,C-1622,2.0
TA-05519,C-1629,2.0
TA-05520,C-1622,2.0
TA-05520,C-1629,2.0
TA-05521,C-1623,1.0
TA-05521,C-1630,1.0
TA-05521,C-1647,1.0
TA-05522,C-1623,1.0
TA-05522,C-1630,1.0
TA-05522,C-1640,1.0
TA-05523,C-1624,1.0
TA-05523,C-1631,1.0
TA-05523,C-1641,1.0
TA-05524,C-1624,1.0
TA-05524,C-1631,1.0
TA-05524,C-1641,1.0
TA-05525,C-1622,2.0
TA-05525,C-1629,2.0
TA-05526,C-0272,2.0
TA-05527,C-1931,1.0
TA-05528,C-1512,1.0
TA-05528,C-0527,1.0
TA-05529,C-1620,1.0
TA-05529,C-1627,1.0
TA-05529,C-1637,1.0
TA-05530,C-1621,2.0
TA-05530,C-1628,2.0
TA-05531,C-0149,1.0
TA-05531,C-0165,1.0
TA-05532,C-0101,2.0
TA-05532,C-0102,2.0
TA-05533,C-0096,2.0
TA-05533,C-0097,2.0
TA-05534,C-0096,2.0
TA-05534,C-0097,2.0
TA-05535,C-1624,1.0
TA-05535,C-1631,1.0
TA-05535,C-1641,1.0
TA-05536,C-1622,2.0
TA-05536,C-1629,2.0
TA-05537,C-1623,1.0
TA-05537,C-1630,1.0
TA-05537,C-1640,1.0
TA-05538,C-1672,2.0
TA-05538,C-1677,2.0
TA-05539,C-1243,2.0
TA-05539,C-1244,2.0
TA-05540,C-1243,2.0
TA-05540,C-1244,2.0
TA-05541,C-1243,2.0
TA-05541,C-1244,2.0
TA-05542,C-0444,1.0
TA-05542,C-0445,1.0
TA-05543,C-0846,1.0
TA-05544,C-0846,1.0
TA-05545,C-1420,2.0
TA-05545,C-1421,2.0
TA-05546,C-0529,1.0
TA-05547,C-1577,2.0
TA-05547,C-0003,2.0
TA-05548,C-1566,1.0
TA-05549,C-1625,1.0
TA-05549,C-1632,1.0
TA-05549,C-1750,1.0
TA-05550,C-1622,2.0
TA-05550,C-1629,2.0
TA-05550,C-0395,1.0
TA-05551,C-1577,2.0
TA-05551,C-0003,2.0
TA-05552,C-0444,2.0
TA-05552,C-0445,2.0
TA-05553,C-0444,2.0
TA-05553,C-0445,2.0
TA-05554,C-0444,2.0
TA-05554,C-0445,2.0
TA-05555,C-1577,2.0
TA-05555,C-0003,2.0
TA-05556,C-1577,2.0
TA-05556,C-0003,2.0
TA-05557,C-1845,2.0
TA-05557,C-1846,2.0
TA-05558,C-1213,1.0
TA-05558,C-1215,1.0
TA-05558,C-1469,1.0
TA-05559,C-1637,2.0
TA-05560,C-0529,1.0
TA-05561,C-1845,2.0
TA-05561,C-1846,2.0
TA-05562,C-1845,2.0
TA-05562,C-1846,2.0
TA-05563,C-1623,1.0
TA-05563,C-1630,1.0
TA-05564,C-1623,1.0
TA-05564,C-0050,1.0
TA-05565,C-1620,2.0
TA-05565,C-1627,2.0
TA-05566,C-1620,1.0
TA-05566,C-1627,1.0
TA-05566,C-1845,1.0
TA-05566,C-1846,1.0
TA-05567,C-1845,2.0
TA-05567,C-1846,2.0
TA-05568,C-1845,2.0
TA-05568,C-1846,2.0
TA-05569,C-0101,2.0
TA-05569,C-0102,2.0
TA-05570,C-0101,2.0
TA-05570,C-0102,2.0
TA-05571,C-1622,2.0
TA-05571,C-1629,2.0
TA-05572,C-1621,1.0
TA-05572,C-1622,1.0
TA-05572,C-1628,1.0
TA-05572,C-1660,1.0
TA-05575,C-1848,2.0
TA-05575,C-0001,2.0
TA-05576,C-1848,2.0
TA-05576,C-0001,2.0
TA-05577,C-1621,2.0
TA-05577,C-1628,2.0
TA-05577,C-0530,1.0
TA-05578,C-1845,2.0
TA-05578,C-1846,2.0
TA-05579,C-1845,2.0
TA-05579,C-1846,2.0
TA-05580,C-1845,2.0
TA-05580,C-1846,2.0
TA-05581,C-1845,2.0
TA-05581,C-1846,2.0
TA-05582,C-1845,2.0
TA-05582,C-1846,2.0
TA-05583,C-1845,2.0
TA-05583,C-1846,2.0
TA-05584,C-1845,2.0
TA-05584,C-1846,2.0
TA-05585,C-1623,2.0
TA-05585,C-1630,2.0
TA-05586,C-1623,2.0
TA-05586,C-1630,2.0
TA-05587,C-1625,1.0
TA-05587,C-1632,1.0
TA-05588,C-1845,2.0
TA-05588,C-1846,2.0
TA-05589,C-1845,2.0
TA-05589,C-1846,2.0
TA-05590,C-1845,2.0
TA-05590,C-1846,2.0
TA-05591,C-1385,2.0
TA-05591,C-1386,2.0
TA-05592,C-1385,2.0
TA-05592,C-1386,2.0
TA-05593,C-1845,2.0
TA-05593,C-1846,2.0
TA-05594,C-1845,2.0
TA-05594,C-1846,2.0
TA-05595,C-1845,2.0
TA-05595,C-1846,2.0
TA-05596,C-1620,1.0
TA-05596,C-1627,1.0
TA-05596,C-1637,1.0
TA-05597,C-1626,2.0
TA-05597,C-1633,2.0
TA-05599,C-1441,1.0
TA-05599,C-1641,1.0
TA-05600,C-1789,1.0
TA-05600,C-1791,1.0
TA-05601,C-1789,1.0
TA-05601,C-1791,1.0
TA-05602,C-0069,1.0
TA-05602,C-0374,1.0
TA-05603,C-0444,1.0
TA-05603,C-0445,1.0
TA-05604,C-1622,2.0
TA-05604,C-1629,2.0
TA-05605,C-1425,1.0
TA-05605,C-0165,1.0
TA-05606,C-0096,2.0
TA-05606,C-0097,2.0
TA-05607,C-0101,2.0
TA-05607,C-0102,2.0
TA-05608,C-0096,2.0
TA-05608,C-0097,2.0
TA-05609,C-0096,2.0
TA-05609,C-0097,2.0
TA-05610,C-0448,2.0
TA-05610,C-0449,2.0
TA-05611,C-0448,2.0
TA-05611,C-0449,2.0
TA-05612,C-0832,2.0
TA-05613,C-0415,2.0
TA-05614,C-0415,2.0
TA-05615,C-0101,1.0
TA-05615,C-0102,1.0
TA-05615,C-0415,1.0
TA-05616,C-0101,1.0
TA-05616,C-0102,1.0
TA-05616,C-0415,1.0
TA-05617,C-0101,1.0
TA-05617,C-0102,1.0
TA-05617,C-0414,1.0
TA-05618,C-0101,1.0
TA-05618,C-0102,1.0
TA-05618,C-0414,1.0
TA-05619,C-0414,1.0
TA-05619,C-0415,1.0
TA-05620,C-0414,1.0
TA-05620,C-0415,1.0
TA-05621,C-0415,2.0
TA-05622,C-0415,2.0
TA-05623,C-0414,2.0
TA-05624,C-0414,2.0
TA-05625,C-0101,2.0
TA-05625,C-0102,2.0
TA-05626,C-0272,1.0
TA-05626,C-0487,1.0
TA-05627,C-0182,1.0
TA-05627,C-0488,1.0
TA-05628,C-1637,2.0
TA-05629,C-1637,2.0
TA-05630,C-0401,1.0
TA-05631,C-1218,1.0
TA-05631,C-1646,1.0
TA-05632,C-0130,1.0
TA-05633,C-1587,1.0
TA-05633,C-1606,1.0
TA-05633,C-0284,1.0
TA-05634,C-1587,1.0
TA-05634,C-1606,1.0
TA-05634,C-0284,1.0
TA-05635,C-1623,2.0
TA-05635,C-1630,2.0
TA-05636,C-1621,2.0
TA-05636,C-1628,2.0
TA-05637,C-1621,2.0
TA-05637,C-1628,2.0
TA-05638,C-1624,1.0
TA-05638,C-1631,1.0
TA-05638,C-1641,1.0
TA-05639,C-1621,1.0
TA-05639,C-1628,1.0
TA-05639,C-1870,1.0
TA-05640,C-0149,1.0
TA-05640,C-0165,1.0
TA-05641,C-1621,1.0
TA-05641,C-1628,1.0
TA-05641,C-1870,1.0
TA-05642,C-0168,1.0
TA-05642,C-0172,1.0
TA-05643,C-1312,2.0
TA-05644,C-1312,2.0
TA-05646,C-1620,1.0
TA-05646,C-1627,1.0
TA-05646,C-1637,1.0
TA-05647,C-1620,1.0
TA-05647,C-1627,1.0
TA-05647,C-1637,1.0
TA-05648,C-1620,1.0
TA-05648,C-1627,1.0
TA-05648,C-1637,1.0
TA-05649,C-1620,2.0
TA-05649,C-1627,2.0
TA-05650,C-1620,2.0
TA-05650,C-1627,2.0
TA-05651,C-1641,2.0
TA-05652,C-1624,1.0
TA-05652,C-1625,1.0
TA-05652,C-1631,1.0
TA-05652,C-1652,1.0
TA-05653,C-1624,1.0
TA-05653,C-1625,1.0
TA-05653,C-1631,1.0
TA-05653,C-1652,1.0
TA-05654,C-1624,1.0
TA-05654,C-1625,1.0
TA-05654,C-1631,1.0
TA-05654,C-1652,1.0
TA-05655,C-1624,1.0
TA-05655,C-1625,1.0
TA-05655,C-1631,1.0
TA-05655,C-1652,1.0
TA-05656,C-1625,2.0
TA-05656,C-1632,2.0
TA-05657,C-1625,2.0
TA-05657,C-1632,2.0
TA-05658,C-1624,2.0
TA-05658,C-1631,2.0
TA-05659,C-1624,2.0
TA-05659,C-1631,2.0
TA-05661,C-1420,1.0
TA-05661,C-1421,1.0
TA-05661,C-1740,1.0
TA-05662,C-0442,1.0
TA-05663,C-1624,1.0
TA-05663,C-1631,1.0
TA-05663,C-2005,1.0
TA-05664,C-1624,2.0
TA-05664,C-1631,2.0
TA-05665,C-1625,2.0
TA-05665,C-1632,2.0
TA-05666,C-1625,2.0
TA-05666,C-1632,2.0
TA-05667,C-1625,1.0
TA-05667,C-1632,1.0
TA-05667,C-1642,1.0
TA-05668,C-1625,1.0
TA-05668,C-1632,1.0
TA-05668,C-1642,1.0
TA-05669,C-1623,1.0
TA-05669,C-1630,1.0
TA-05669,C-1647,1.0
TA-05670,C-1623,1.0
TA-05670,C-1630,1.0
TA-05670,C-1647,1.0
TA-05671,C-1625,1.0
TA-05671,C-1632,1.0
TA-05671,C-1642,1.0
TA-05672,C-1620,1.0
TA-05672,C-1627,1.0
TA-05672,C-1637,1.0
TA-05673,C-1624,1.0
TA-05673,C-1631,1.0
TA-05673,C-1641,1.0
TA-05674,C-1620,1.0
TA-05674,C-1627,1.0
TA-05674,C-1637,1.0
TA-05675,C-1620,1.0
TA-05675,C-1627,1.0
TA-05675,C-1637,1.0
TA-05676,C-1620,1.0
TA-05676,C-1627,1.0
TA-05676,C-1637,1.0
TA-05677,C-1620,1.0
TA-05677,C-1627,1.0
TA-05677,C-1637,1.0
TA-05678,C-1620,1.0
TA-05678,C-1627,1.0
TA-05678,C-1637,1.0
TA-05679,C-1620,1.0
TA-05679,C-1627,1.0
TA-05679,C-1637,1.0
TA-05680,C-1620,1.0
TA-05680,C-1627,1.0
TA-05680,C-1637,1.0
TA-05681,C-1621,2.0
TA-05681,C-1628,2.0
TA-05682,C-1625,1.0
TA-05682,C-1632,1.0
TA-05682,C-1642,1.0
TA-05683,C-1625,1.0
TA-05683,C-1632,1.0
TA-05683,C-1642,1.0
TA-05684,C-1312,2.0
TA-05685,C-1624,2.0
TA-05685,C-1631,2.0
TA-05686,C-1624,2.0
TA-05686,C-1631,2.0
TA-05687,C-1624,2.0
TA-05687,C-1631,2.0
TA-05688,C-1624,2.0
TA-05688,C-1631,2.0
TA-05689,C-1781,1.0
TA-05689,C-1782,1.0
TA-05690,C-1624,1.0
TA-05690,C-1631,1.0
TA-05690,C-1641,1.0
TA-05691,C-1620,2.0
TA-05691,C-1627,2.0
TA-05692,C-1623,2.0
TA-05692,C-1630,2.0
TA-05693,C-1621,2.0
TA-05693,C-1628,2.0
TA-05694,C-1621,2.0
TA-05694,C-1628,2.0
TA-05695,C-1621,2.0
TA-05695,C-1628,2.0
TA-05696,C-1622,1.0
TA-05696,C-1629,1.0
TA-05696,C-1639,1.0
TA-05697,C-0537,1.0
TA-05698,C-0304,1.0
TA-05699,C-0568,1.0
TA-05701,C-1623,1.0
TA-05701,C-1630,1.0
TA-05701,C-1640,1.0
TA-05702,C-0199,1.0
TA-05703,C-1625,1.0
TA-05703,C-1632,1.0
TA-05703,C-0147,1.0
TA-05704,C-1781,1.0
TA-05704,C-1782,1.0
TA-05705,C-1781,1.0
TA-05705,C-1782,1.0
TA-05706,C-1312,2.0
TA-05707,C-1312,2.0
TA-05708,C-1312,2.0
TA-05709,C-1312,2.0
TA-05710,C-1642,1.0
TA-05710,C-1812,1.0
TA-05711,C-1312,2.0
TA-05712,C-1312,2.0
TA-05713,C-1312,2.0
TA-05714,C-1312,2.0
TA-05715,C-1623,1.0
TA-05715,C-1630,1.0
TA-05715,C-1640,1.0
TA-05716,C-1623,1.0
TA-05716,C-1630,1.0
TA-05716,C-1640,1.0
TA-05717,C-1623,1.0
TA-05717,C-1630,1.0
TA-05717,C-1640,1.0
TA-05718,C-1623,1.0
TA-05718,C-1630,1.0
TA-05718,C-1640,1.0
TA-05719,C-1781,2.0
TA-05720,C-1624,1.0
TA-05720,C-1631,1.0
TA-05720,C-1641,1.0
TA-05721,C-1620,2.0
TA-05721,C-1627,2.0
TA-05722,C-1647,2.0
TA-05723,C-1647,2.0
TA-05724,C-1622,2.0
TA-05724,C-1629,2.0
TA-05725,C-1229,2.0
TA-05726,C-0538,1.0
TA-05727,C-1621,2.0
TA-05727,C-1628,2.0
TA-05728,C-1781,1.0
TA-05728,C-1782,1.0
TA-05729,C-0626,1.0
TA-05729,C-0629,1.0
TA-05730,C-1622,2.0
TA-05730,C-1629,2.0
TA-05731,C-1622,2.0
TA-05731,C-1629,2.0
TA-05732,C-1218,1.0
TA-05732,C-1646,1.0
TA-05733,C-1631,2.0
TA-05733,C-2027,2.0
TA-05734,C-1622,2.0
TA-05734,C-1629,2.0
TA-05735,C-1621,2.0
TA-05735,C-1628,2.0
TA-05736,C-1312,2.0
TA-05737,C-1312,2.0
TA-05738,C-1312,2.0
TA-05739,C-1624,1.0
TA-05739,C-1631,1.0
TA-05739,C-1889,1.0
TA-05740,C-1625,1.0
TA-05740,C-1632,1.0
TA-05741,C-1625,1.0
TA-05741,C-1632,1.0
TA-05742,C-1624,2.0
TA-05742,C-1631,2.0
TA-05743,C-1624,2.0
TA-05743,C-1631,2.0
TA-05744,C-1398,2.0
TA-05745,C-1430,2.0
TA-05746,C-1947,1.0
TA-05746,C-0306,1.0
TA-05747,C-1425,1.0
TA-05747,C-1872,1.0
TA-05747,C-1899,1.0
TA-05747,C-2015,1.0
TA-05748,C-1622,2.0
TA-05748,C-1629,2.0
TA-05749,C-1621,2.0
TA-05749,C-1628,2.0
TA-05750,C-1621,2.0
TA-05750,C-1628,2.0
TA-05750,C-0208,1.0
TA-05751,C-1332,1.0
TA-05751,C-1621,1.0
TA-05752,C-1621,1.0
TA-05752,C-1628,1.0
TA-05753,C-1385,2.0
TA-05753,C-1386,2.0
TA-05754,C-1385,2.0
TA-05754,C-1386,2.0
TA-05755,C-1312,2.0
TA-05756,C-1312,2.0
TA-05757,C-1624,2.0
TA-05757,C-1631,2.0
TA-05758,C-1620,2.0
TA-05758,C-1627,2.0
TA-05759,C-1622,2.0
TA-05759,C-1629,2.0
TA-05760,C-1623,2.0
TA-05760,C-1630,2.0
TA-05761,C-1623,2.0
TA-05761,C-1630,2.0
TA-05762,C-1639,1.0
TA-05762,C-1739,1.0
TA-05763,C-1622,1.0
TA-05763,C-1629,1.0
TA-05763,C-1739,1.0
TA-05764,C-1420,2.0
TA-05764,C-1421,2.0
TA-05765,C-1420,1.0
TA-05765,C-1421,1.0
TA-05766,C-1420,2.0
TA-05766,C-1421,2.0
TA-05767,C-1623,2.0
TA-05767,C-1630,2.0
TA-05768,C-0823,2.0
TA-05769,C-1621,2.0
TA-05769,C-1628,2.0
TA-05770,C-1642,1.0
TA-05770,C-1649,1.0
TA-05771,C-0515,1.0
TA-05771,C-0535,1.0
TA-05771,C-0542,1.0
TA-05772,C-1312,2.0
TA-05773,C-1621,2.0
TA-05773,C-1628,2.0
TA-05774,C-1621,2.0
TA-05774,C-1628,2.0
TA-05775,C-0101,2.0
TA-05775,C-0102,2.0
TA-05776,C-0096,2.0
TA-05776,C-0097,2.0
TA-05777,C-0096,2.0
TA-05777,C-0097,2.0
TA-05778,C-1622,2.0
TA-05778,C-1629,2.0
TA-05779,C-1622,2.0
TA-05779,C-1629,2.0
TA-05780,C-1631,2.0
TA-05780,C-2027,2.0
TA-05781,C-1631,2.0
TA-05781,C-2027,2.0
TA-05782,C-1622,2.0
TA-05782,C-1629,2.0
TA-05783,C-1622,2.0
TA-05783,C-1629,2.0
TA-05785,C-1625,1.0
TA-05785,C-1632,1.0
TA-05785,C-0170,1.0
TA-05786,C-1960,1.0
TA-05787,C-1960,1.0
TA-05788,C-1622,2.0
TA-05788,C-1629,2.0
TA-05789,C-1622,2.0
TA-05789,C-1629,2.0
TA-05790,C-1622,2.0
TA-05790,C-1629,2.0
TA-05791,C-1622,2.0
TA-05791,C-1629,2.0
TA-05792,C-1622,1.0
TA-05792,C-1629,1.0
TA-05792,C-2004,1.0
TA-05793,C-1622,1.0
TA-05793,C-1629,1.0
TA-05793,C-2004,1.0
TA-05794,C-1622,1.0
TA-05794,C-1629,1.0
TA-05794,C-2004,1.0
TA-05795,C-1622,1.0
TA-05795,C-1629,1.0
TA-05795,C-2004,1.0
TA-05796,C-1622,2.0
TA-05796,C-1629,2.0
TA-05797,C-1622,2.0
TA-05797,C-1629,2.0
TA-05798,C-1622,1.0
TA-05798,C-1629,1.0
TA-05798,C-2004,1.0
TA-05799,C-1622,1.0
TA-05799,C-1629,1.0
TA-05799,C-2004,1.0
TA-05800,C-1626,1.0
TA-05800,C-1633,1.0
TA-05800,C-1643,1.0
TA-05801,C-1781,1.0
TA-05801,C-1782,1.0
TA-05802,C-1622,1.0
TA-05802,C-1629,1.0
TA-05802,C-1639,1.0
TA-05803,C-1622,1.0
TA-05803,C-1629,1.0
TA-05803,C-1639,1.0
TA-05804,C-1243,2.0
TA-05804,C-1244,2.0
TA-05805,C-1243,2.0
TA-05805,C-1244,2.0
TA-05806,C-1243,2.0
TA-05806,C-1244,2.0
TA-05810,C-1243,2.0
TA-05810,C-1244,2.0
TA-05811,C-1649,2.0
TA-05811,C-0544,1.0
TA-05812,C-1649,2.0
TA-05812,C-0544,1.0
TA-05813,C-1631,2.0
TA-05813,C-2027,2.0
TA-05814,C-1631,2.0
TA-05814,C-2027,2.0
TA-05815,C-1622,2.0
TA-05815,C-1629,2.0
TA-05816,C-1622,2.0
TA-05816,C-1629,2.0
TA-05817,C-1622,2.0
TA-05817,C-1629,2.0
TA-05818,C-1420,2.0
TA-05818,C-1421,2.0
TA-05819,C-1420,2.0
TA-05819,C-1421,2.0
TA-05820,C-1817,1.0
TA-05821,C-1243,2.0
TA-05821,C-1244,2.0
TA-05822,C-1243,1.0
TA-05822,C-1244,1.0
TA-05822,C-1621,1.0
TA-05822,C-1628,1.0
TA-05823,C-1642,1.0
TA-05823,C-1649,1.0
TA-05824,C-1638,2.0
TA-05825,C-1621,1.0
TA-05825,C-1628,1.0
TA-05825,C-1638,1.0
TA-05826,C-1621,1.0
TA-05826,C-1628,1.0
TA-05826,C-1638,1.0
TA-05827,C-1621,2.0
TA-05827,C-1628,2.0
TA-05828,C-1623,1.0
TA-05828,C-1624,1.0
TA-05828,C-1655,1.0
TA-05828,C-1658,1.0
TA-05829,C-0012,1.0
TA-05829,C-0546,1.0
TA-05830,C-0012,1.0
TA-05830,C-0546,1.0
TA-05831,C-0101,1.0
TA-05831,C-0102,1.0
TA-05831,C-0415,1.0
TA-05832,C-0101,1.0
TA-05832,C-0102,1.0
TA-05832,C-0415,1.0
TA-05833,C-0101,1.0
TA-05833,C-0102,1.0
TA-05833,C-0415,1.0
TA-05834,C-0101,1.0
TA-05834,C-0102,1.0
TA-05834,C-0415,1.0
TA-05835,C-0415,2.0
TA-05836,C-0101,1.0
TA-05836,C-0102,1.0
TA-05836,C-0414,1.0
TA-05837,C-0101,1.0
TA-05837,C-0102,1.0
TA-05837,C-0414,1.0
TA-05838,C-0101,2.0
TA-05838,C-0102,2.0
TA-05839,C-0101,2.0
TA-05839,C-0102,2.0
TA-05840,C-0415,2.0
TA-05841,C-0415,2.0
TA-05842,C-0813,1.0
TA-05842,C-1341,1.0
TA-05842,C-1359,1.0
TA-05842,C-1564,1.0
TA-05842,C-0366,1.0
TA-05843,C-1521,1.0
TA-05843,C-1898,4.0
TA-05844,C-1621,2.0
TA-05844,C-1628,2.0
TA-05845,C-1623,1.0
TA-05845,C-1630,1.0
TA-05845,C-1647,1.0
TA-05846,C-1623,1.0
TA-05846,C-1630,1.0
TA-05846,C-1647,1.0
TA-05847,C-1623,1.0
TA-05847,C-1630,1.0
TA-05847,C-1640,1.0
TA-05848,C-1623,1.0
TA-05848,C-1630,1.0
TA-05848,C-1640,1.0
TA-05849,C-1623,1.0
TA-05849,C-1630,1.0
TA-05849,C-1640,1.0
TA-05850,C-1623,1.0
TA-05850,C-1630,1.0
TA-05850,C-1640,1.0
TA-05851,C-1640,1.0
TA-05851,C-1647,1.0
TA-05852,C-1640,1.0
TA-05852,C-1647,1.0
TA-05853,C-1622,2.0
TA-05853,C-1629,2.0
TA-05854,C-0101,2.0
TA-05854,C-0102,2.0
TA-05855,C-0096,2.0
TA-05855,C-0097,2.0
TA-05856,C-0096,2.0
TA-05856,C-0097,2.0
TA-05857,C-1332,1.0
TA-05857,C-1621,1.0
TA-05858,C-1620,2.0
TA-05858,C-1627,2.0
TA-05859,C-1622,2.0
TA-05859,C-1629,2.0
TA-05860,C-1622,2.0
TA-05860,C-1629,2.0
TA-05861,C-1621,2.0
TA-05861,C-1628,2.0
TA-05862,C-1621,1.0
TA-05862,C-1628,1.0
TA-05862,C-1638,1.0
TA-05863,C-1621,1.0
TA-05863,C-1628,1.0
TA-05863,C-1638,1.0
TA-05864,C-1624,1.0
TA-05864,C-1631,1.0
TA-05864,C-1889,1.0
TA-05865,C-0250,2.0
TA-05866,C-0448,2.0
TA-05866,C-0449,2.0
TA-05867,C-1622,1.0
TA-05867,C-1629,1.0
TA-05867,C-2004,1.0
TA-05868,C-1622,1.0
TA-05868,C-1629,1.0
TA-05868,C-2004,1.0
TA-05869,C-1622,1.0
TA-05869,C-1629,1.0
TA-05869,C-2004,1.0
TA-05870,C-1622,1.0
TA-05870,C-1629,1.0
TA-05870,C-2004,1.0
TA-05871,C-1624,1.0
TA-05871,C-1631,1.0
TA-05871,C-1641,1.0
TA-05872,C-1625,1.0
TA-05872,C-1632,1.0
TA-05873,C-1622,2.0
TA-05873,C-1629,2.0
TA-05874,C-1622,2.0
TA-05874,C-1629,2.0
TA-05874,C-0548,2.0
TA-05875,C-1623,2.0
TA-05875,C-1630,2.0
TA-05876,C-1623,2.0
TA-05876,C-1630,2.0
TA-05877,C-1623,2.0
TA-05877,C-1630,2.0
TA-05877,C-0214,1.0
TA-05878,C-1622,1.0
TA-05878,C-1629,1.0
TA-05878,C-1639,1.0
TA-05878,C-0548,1.0
TA-05879,C-1623,2.0
TA-05879,C-1630,2.0
TA-05879,C-0214,1.0
TA-05880,C-1623,1.0
TA-05880,C-1630,1.0
TA-05880,C-1640,1.0
TA-05880,C-0209,1.0
TA-05881,C-1621,2.0
TA-05881,C-1628,2.0
TA-05882,C-1621,2.0
TA-05882,C-1628,2.0
TA-05883,C-1623,1.0
TA-05883,C-1630,1.0
TA-05883,C-1640,1.0
TA-05884,C-1621,1.0
TA-05884,C-1628,1.0
TA-05884,C-1638,1.0
TA-05885,C-1621,1.0
TA-05885,C-1628,1.0
TA-05885,C-1638,1.0
TA-05885,C-0208,1.0
TA-05886,C-1622,2.0
TA-05886,C-1629,2.0
TA-05887,C-1621,2.0
TA-05887,C-1628,2.0
TA-05887,C-0208,1.0
TA-05888,C-1621,2.0
TA-05888,C-1628,2.0
TA-05889,C-1622,1.0
